"ID_SOCIEDAD","ID_SEGMENTO","SEGMENTO2","ID_LINEA_PRODUCTO_AGREG","ID_AGRUP_PRODUCTO","ID_AGRUP_PROD","ID_AGRUP_CANAL","ID_ZONA","Altas.M","freq"
"SOC02","SEG01","LP01",1,1,"PROD03",6,"ZONA02",18,0.439024390243902
"SOC02","SEG01","LP01",1,1,"PROD03",6,"ZONA03",8,0.195121951219512
"SOC02","SEG01","LP01",1,1,"PROD03",7,"PDTE",0,0
"SOC02","SEG01","LP01",1,1,"PROD03",7,"ZONA01",5,0.5
"SOC02","SEG01","LP01",1,1,"PROD03",7,"ZONA02",2,0.2
"SOC02","SEG01","LP01",1,1,"PROD03",7,"ZONA03",3,0.3
"SOC02","SEG01","LP01",1,1,"PROD03",8,"PDTE",0,0
"SOC02","SEG01","LP01",1,1,"PROD03",8,"ZONA01",2,0.4
"SOC02","SEG01","LP01",1,1,"PROD03",8,"ZONA02",2,0.4
"SOC02","SEG01","LP01",1,1,"PROD03",8,"ZONA03",1,0.2
"SOC02","SEG01","LP01",1,1,"PROD03",9,"PDTE",0,0
"SOC02","SEG01","LP01",1,1,"PROD03",9,"ZONA01",238,0.367283950617284
"SOC02","SEG01","LP01",1,1,"PROD03",9,"ZONA02",250,0.385802469135802
"SOC02","SEG01","LP01",1,1,"PROD03",9,"ZONA03",160,0.246913580246914
"SOC02","SEG01","LP01",1,1,"PROD03",11,"PDTE",0,0
"SOC02","SEG01","LP01",1,1,"PROD03",11,"ZONA01",25,0.520833333333333
"SOC02","SEG01","LP01",1,1,"PROD03",11,"ZONA02",18,0.375
"SOC02","SEG01","LP01",1,1,"PROD03",11,"ZONA03",5,0.104166666666667
"SOC02","SEG01","LP01",1,1,"PROD03",99,"ZONA01",0,0
"SOC02","SEG01","LP01",1,1,"PROD03",99,"ZONA02",0,0
"SOC02","SEG01","LP01",1,1,"PROD03",99,"ZONA03",0,0
"SOC02","SEG01","LP01",1,1,"PROD04",1,"PDTE",0,0
"SOC02","SEG01","LP01",1,1,"PROD04",1,"ZONA01",1259,0.341192411924119
"SOC02","SEG01","LP01",1,1,"PROD04",1,"ZONA02",1530,0.414634146341463
"SOC02","SEG01","LP01",1,1,"PROD04",1,"ZONA03",901,0.244173441734417
"SOC02","SEG01","LP01",1,1,"PROD04",2,"PDTE",0,0
"SOC02","SEG01","LP01",1,1,"PROD04",2,"ZONA01",11600,0.275423225775815
"SOC02","SEG01","LP01",1,1,"PROD04",2,"ZONA02",16902,0.401310634660588
"SOC02","SEG01","LP01",1,1,"PROD04",2,"ZONA03",13615,0.323266139563597
"SOC02","SEG01","LP01",1,1,"PROD04",3,"PDTE",4,6.56081879018502e-05
"SOC02","SEG01","LP01",1,1,"PROD04",3,"ZONA01",26318,0.431669072300223
"SOC02","SEG01","LP01",1,1,"PROD04",3,"ZONA02",24025,0.394059178585487
"SOC02","SEG01","LP01",1,1,"PROD04",3,"ZONA03",10621,0.174206140926388
"SOC02","SEG01","LP01",1,1,"PROD04",4,"PDTE",0,0
"SOC02","SEG01","LP01",1,1,"PROD04",4,"ZONA01",1079,0.273718924403856
"SOC02","SEG01","LP01",1,1,"PROD04",4,"ZONA02",1263,0.320395738203957
"SOC02","SEG01","LP01",1,1,"PROD04",4,"ZONA03",1600,0.405885337392187
"SOC02","SEG01","LP01",1,1,"PROD04",5,"PDTE",0,0
